%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1403638151245097000,66,1403638151245097000,cam0,-0.76481629425,-0.0989043685643,0.322465890864,-0.548475132502,-0.610376843308,0.400061487852,0.408124912396
1403638151295097000,67,1403638151295097000,cam0,-0.79033167096,-0.129228036474,0.318479305639,-0.541641532282,-0.617125244795,0.404494766243,0.402696991328
1403638151345097000,68,1403638151345097000,cam0,-0.806184301054,-0.153053248817,0.313275698893,-0.534272798678,-0.624516093716,0.408688133201,0.396870552022
1403638151395097000,69,1403638151395097000,cam0,-0.825692559682,-0.17933752601,0.309825838589,-0.526791639448,-0.631102892383,0.414215526585,0.390672759952
1403638151445097000,70,1403638151445097000,cam0,-0.836611862672,-0.204114837015,0.307962561013,-0.519990499301,-0.637162336769,0.419990184364,0.383721620811
1403638151495097000,71,1403638151495097000,cam0,-0.858021982443,-0.231030355262,0.309886613669,-0.511961009225,-0.643701868926,0.424857244752,0.378206491954
1403638151545097000,72,1403638151545097000,cam0,-0.879285572724,-0.261911463459,0.310310391097,-0.505076466962,-0.649074097092,0.429582816058,0.372906399988
1403638151595097000,73,1403638151595097000,cam0,-0.900419560037,-0.290521413213,0.312491334036,-0.498922556445,-0.654180779894,0.433009543999,0.368275066619
1403638151645097000,74,1403638151645097000,cam0,-0.922871233657,-0.319187435991,0.315941331241,-0.493336536526,-0.657895652701,0.436848236892,0.364631306676
1403638151695097000,75,1403638151695097000,cam0,-0.935085364485,-0.345856373613,0.318355808065,-0.488615306289,-0.661252864383,0.439407033271,0.361830334435
1403638151745097000,76,1403638151745097000,cam0,-0.956273375115,-0.375461759327,0.326434874192,-0.484831095559,-0.664192770638,0.441105452988,0.359461752561
1403638151795097000,77,1403638151795097000,cam0,-0.981160330947,-0.411061732956,0.33646287377,-0.48122678604,-0.666679199988,0.441989114792,0.358615737393
1403638151845097000,78,1403638151845097000,cam0,-1.00968968459,-0.44839440552,0.347813437281,-0.47912156581,-0.668411275897,0.443053150884,0.356893257041
1403638151895097000,79,1403638151895097000,cam0,-1.03725223695,-0.484546557676,0.358577273991,-0.477804527986,-0.669655093946,0.443460786467,0.355819362955
1403638151945097000,80,1403638151945097000,cam0,-1.06256249504,-0.520759226119,0.376150103774,-0.476205934466,-0.671376765544,0.442671128593,0.355701305277
1403638151995097000,81,1403638151995097000,cam0,-1.08742244155,-0.553092031012,0.392694946436,-0.476088231988,-0.671747656646,0.443383532734,0.354268435023
1403638152045097000,82,1403638152045097000,cam0,-1.10803536449,-0.585190613347,0.40612590714,-0.476142598966,-0.672091962447,0.443302397776,0.353643328213
1403638152095097000,83,1403638152095097000,cam0,-1.13376387632,-0.61854612018,0.416363153505,-0.47582820158,-0.67247048406,0.44292247326,0.353822912387
1403638152145097000,84,1403638152145097000,cam0,-1.15626987634,-0.650667532737,0.421715342206,-0.475157192434,-0.672719748384,0.442702488711,0.354525442107
1403638152195097000,85,1403638152195097000,cam0,-1.17206910399,-0.68315805101,0.435296081921,-0.47559381518,-0.672642968766,0.442512880724,0.354322324903
1403638152245097000,86,1403638152245097000,cam0,-1.19822746296,-0.716596313365,0.439569900572,-0.474858133028,-0.672858382566,0.441931443951,0.355623325099
1403638152295097000,87,1403638152295097000,cam0,-1.22328320957,-0.756240230594,0.446352417607,-0.474408252421,-0.673068032248,0.441159456411,0.356783643149
1403638152345097000,88,1403638152345097000,cam0,-1.25354884796,-0.801109429267,0.452852305872,-0.473826573218,-0.673035903619,0.440213248008,0.358780360707
1403638152395097000,89,1403638152395097000,cam0,-1.28413918743,-0.846645176592,0.457871531799,-0.473631333671,-0.673531103122,0.438743779071,0.359907084146
1403638152445097000,90,1403638152445097000,cam0,-1.30766819153,-0.880567270895,0.456064665064,-0.473722863969,-0.673640264031,0.437648822319,0.360914049534
1403638152495097000,91,1403638152495097000,cam0,-1.32674563413,-0.915845239014,0.454238484434,-0.473827950619,-0.674180975666,0.435673849212,0.362153810383
1403638152545097000,92,1403638152545097000,cam0,-1.34261052612,-0.949346083824,0.451004594262,-0.473848654986,-0.673929218797,0.435754773607,0.362497775852
1403638152595097000,93,1403638152595097000,cam0,-1.35360975401,-0.98058758991,0.448212610945,-0.474887297021,-0.673743371564,0.435235978121,0.362107121927
1403638152645097000,94,1403638152645097000,cam0,-1.37644953193,-1.02236247007,0.441518476375,-0.476776380103,-0.673531457136,0.435528764681,0.359658664234
1403638152695097000,95,1403638152695097000,cam0,-1.39230749585,-1.06486841948,0.440411562625,-0.477685884573,-0.673655563278,0.436824765656,0.356634970037
1403638152745097000,96,1403638152745097000,cam0,-1.40978729527,-1.10165338263,0.436652044153,-0.476357224779,-0.674538084922,0.438503100924,0.354679005398
1403638152795097000,97,1403638152795097000,cam0,-1.43340883183,-1.14560632901,0.433719996588,-0.474696184909,-0.674730178209,0.442447633447,0.35162879618
1403638152845097000,98,1403638152845097000,cam0,-1.44885762682,-1.18214327412,0.436781072767,-0.471906437163,-0.675785872971,0.446327554844,0.348438634831
1403638152895097000,99,1403638152895097000,cam0,-1.46181614048,-1.22085783023,0.442630693934,-0.467791440859,-0.67624830202,0.451930425611,0.345858775053
1403638152945097000,100,1403638152945097000,cam0,-1.48764035834,-1.26433621904,0.451706966032,-0.463856761081,-0.677727861719,0.457039656659,0.341521013834
1403638152995097000,101,1403638152995097000,cam0,-1.51016024956,-1.3115758351,0.462182272997,-0.459017939902,-0.681133331285,0.459925755543,0.337384373152
1403638153045097000,102,1403638153045097000,cam0,-1.53316192138,-1.3558671545,0.47269747268,-0.454254687523,-0.685652262843,0.46168876476,0.33223054919
1403638153095097000,103,1403638153095097000,cam0,-1.54766718582,-1.39842367595,0.488105623313,-0.450836568778,-0.690125346955,0.462045116337,0.327089749474
1403638153145097000,104,1403638153145097000,cam0,-1.57533470671,-1.44194923936,0.498540287645,-0.447325550226,-0.694397597195,0.462149294573,0.322691584413
1403638153195097000,105,1403638153195097000,cam0,-1.60545047899,-1.48526049778,0.506384168343,-0.443858762323,-0.697694926671,0.462827921062,0.319376742879
1403638153245097000,106,1403638153245097000,cam0,-1.63385759802,-1.52685220133,0.514157004873,-0.440938072588,-0.700501918176,0.463130667819,0.316829075842
1403638153295097000,107,1403638153295097000,cam0,-1.6635495172,-1.57900381959,0.52457930291,-0.437125485903,-0.703392956159,0.463509254011,0.315148901704
1403638153345097000,108,1403638153345097000,cam0,-1.6954855334,-1.63042978766,0.529498914678,-0.433282987119,-0.706380403928,0.464789980627,0.311869927899
1403638153395097000,109,1403638153395097000,cam0,-1.72578384818,-1.67759863063,0.531640753132,-0.428349635293,-0.709664377916,0.466355854761,0.308877447203
1403638153445097000,110,1403638153445097000,cam0,-1.75503730849,-1.7226511416,0.535724553808,-0.422127496559,-0.71388128231,0.467057135385,0.306658643613
1403638153495097000,111,1403638153495097000,cam0,-1.77617673967,-1.77012241033,0.543760440997,-0.414354127339,-0.719074929968,0.466602366629,0.305817157309
1403638153545097000,112,1403638153545097000,cam0,-1.80273140958,-1.81711803812,0.548839483268,-0.406005978647,-0.724641401046,0.465962147999,0.304849572452
1403638153595097000,113,1403638153595097000,cam0,-1.8294968704,-1.87082513206,0.560550022606,-0.398230188057,-0.729592620706,0.466671781577,0.302199889826
1403638153645097000,114,1403638153645097000,cam0,-1.86061306455,-1.9311244057,0.574096143632,-0.389667404885,-0.734365341694,0.468175627618,0.299463587422
1403638153695097000,115,1403638153695097000,cam0,-1.88733518287,-1.98644241408,0.590828708177,-0.381941919207,-0.737920229723,0.47182789776,0.294911071024
1403638153745097000,116,1403638153745097000,cam0,-1.91641954857,-2.04685301787,0.603305490772,-0.375202462615,-0.740248412019,0.477024543437,0.2893146825
1403638153795097000,117,1403638153795097000,cam0,-1.94200885658,-2.10325024237,0.617544179291,-0.36852892648,-0.742987147407,0.480390056849,0.285275169645
1403638153845097000,118,1403638153845097000,cam0,-1.96976277096,-2.16234082455,0.625865839453,-0.362936955769,-0.744749082076,0.484296845542,0.28121546238
1403638153895097000,119,1403638153895097000,cam0,-1.99425316501,-2.21263163808,0.630194017533,-0.358067516254,-0.74555535358,0.488298559092,0.278387114896
1403638153945097000,120,1403638153945097000,cam0,-2.01716436958,-2.26780823162,0.635588527378,-0.354200060885,-0.745008575281,0.493363070604,0.275857608543
1403638153995097000,121,1403638153995097000,cam0,-2.03401140934,-2.31294245169,0.639806097366,-0.350849141224,-0.745268671601,0.496544102269,0.273721467433
1403638154045097000,122,1403638154045097000,cam0,-2.05101322771,-2.35843117022,0.64117807395,-0.349034351753,-0.744875591521,0.499545170038,0.271643143745
1403638154095097000,123,1403638154095097000,cam0,-2.07126784576,-2.4118824345,0.640861536511,-0.346568974265,-0.744581569685,0.501834299841,0.271386380764
1403638154145097000,124,1403638154145097000,cam0,-2.09382090052,-2.46473574611,0.63895393102,-0.344221459688,-0.743349630228,0.504831664013,0.272190934713
1403638154195097000,125,1403638154195097000,cam0,-2.11613767634,-2.52358607615,0.637287516564,-0.342346625849,-0.74196825607,0.507190812082,0.273933157709
1403638154245097000,126,1403638154245097000,cam0,-2.13567423173,-2.57569257451,0.638050604512,-0.340005867395,-0.740954188134,0.509221517143,0.275819411395
1403638154295097000,127,1403638154295097000,cam0,-2.14482899011,-2.62363913608,0.631624937438,-0.339338345549,-0.739995348456,0.510391152937,0.277050974562
1403638154345097000,128,1403638154345097000,cam0,-2.15832118993,-2.66749396123,0.627111171734,-0.338771878884,-0.737718298917,0.513498453742,0.278073126218
1403638154395097000,129,1403638154395097000,cam0,-2.16950050358,-2.71058338032,0.622455649693,-0.337127069379,-0.734781983375,0.517422335723,0.28056176235
1403638154445097000,130,1403638154445097000,cam0,-2.18851093775,-2.76225023176,0.615345783495,-0.336722067167,-0.732379748834,0.520558622501,0.281525973082
1403638154495097000,131,1403638154495097000,cam0,-2.19610893291,-2.80602791045,0.608391530269,-0.336524124952,-0.730588600524,0.522562918295,0.282700913568
1403638154545097000,132,1403638154545097000,cam0,-2.20809389672,-2.85276216849,0.60388605229,-0.33745896976,-0.730412924433,0.522607945982,0.281956270272
1403638154595097000,133,1403638154595097000,cam0,-2.21600042559,-2.89746877843,0.594567076408,-0.337763936237,-0.731222285962,0.52243057351,0.279813844817
1403638154645097000,134,1403638154645097000,cam0,-2.22234128599,-2.94315194687,0.59104855176,-0.337537798256,-0.733107131182,0.521542832573,0.276794585838
1403638154695097000,135,1403638154695097000,cam0,-2.21856037593,-2.98653478853,0.583693171052,-0.337476490453,-0.736780835575,0.518889839564,0.272060568839
1403638154745097000,136,1403638154745097000,cam0,-2.21623708083,-3.02282737338,0.582321529473,-0.334882504569,-0.740745379833,0.516373836311,0.269273191318
1403638154795097000,137,1403638154795097000,cam0,-2.21136348853,-3.05605422023,0.583179441558,-0.331621130137,-0.744353248325,0.514215340033,0.26748504973
1403638154845097000,138,1403638154845097000,cam0,-2.21238617832,-3.0904193053,0.58300469625,-0.327789560148,-0.747567741056,0.512432713424,0.266663066437
1403638154895097000,139,1403638154895097000,cam0,-2.21207437203,-3.13435539052,0.586782723523,-0.324251814181,-0.74989103537,0.511749515455,0.265775524651
1403638154945097000,140,1403638154945097000,cam0,-2.21771242917,-3.1791348061,0.591556993342,-0.319568471302,-0.752513408023,0.511124148385,0.265238888238
1403638154995097000,141,1403638154995097000,cam0,-2.21765727762,-3.23422247055,0.60146854966,-0.315159058819,-0.754095561675,0.512264794699,0.263817041941
1403638155045097000,142,1403638155045097000,cam0,-2.22413236468,-3.29082624424,0.611279107346,-0.309891528564,-0.75568056331,0.51424940892,0.261651814793
1403638155095097000,143,1403638155095097000,cam0,-2.23340444517,-3.3543434696,0.629257768231,-0.303890614087,-0.757514834851,0.516457811448,0.259023355402
1403638155145097000,144,1403638155145097000,cam0,-2.23419387578,-3.41053621619,0.641710226866,-0.29869713825,-0.758379078816,0.51962536996,0.256184830366
1403638155195097000,145,1403638155195097000,cam0,-2.23708012205,-3.46934550637,0.652707937496,-0.295199950711,-0.759155941443,0.522197456062,0.252683720398
1403638155245097000,146,1403638155245097000,cam0,-2.2332006212,-3.52218936382,0.66112020811,-0.291292694215,-0.758811880548,0.525850044087,0.250668760258
1403638155295097000,147,1403638155295097000,cam0,-2.22968176186,-3.57339577494,0.670005045085,-0.287557906467,-0.758507681999,0.528883655658,0.249516784113
1403638155345097000,148,1403638155345097000,cam0,-2.22483150744,-3.62861796939,0.676116098381,-0.283182750436,-0.758512183698,0.531375557975,0.249212386174
1403638155395097000,149,1403638155395097000,cam0,-2.21835861998,-3.68537532448,0.681638477681,-0.278032296597,-0.758748415131,0.534303629876,0.248029263767
1403638155445097000,150,1403638155445097000,cam0,-2.21300560231,-3.74316804468,0.685332187646,-0.272163431641,-0.759587591309,0.5364333832,0.247372154847
1403638155495097000,151,1403638155495097000,cam0,-2.2037726997,-3.79770747466,0.680380642982,-0.266547935959,-0.76145309955,0.537773918557,0.244827669066
1403638155545097000,152,1403638155545097000,cam0,-2.19867888675,-3.86257096591,0.680057273594,-0.262525441705,-0.762124785315,0.541536218117,0.238714743017
1403638155595097000,153,1403638155595097000,cam0,-2.18593421519,-3.91932477653,0.681082433399,-0.258164523262,-0.763040735643,0.545154892654,0.23221984776
1403638155645097000,154,1403638155645097000,cam0,-2.17200080016,-3.97349554484,0.679946599948,-0.253228168127,-0.763011879698,0.550731991097,0.224460776726
1403638155695097000,155,1403638155695097000,cam0,-2.15765347825,-4.02187809174,0.672467433861,-0.24671876967,-0.763265751396,0.55614751233,0.217382579724
1403638155745097000,156,1403638155745097000,cam0,-2.13235402227,-4.05707823999,0.669838360259,-0.240029466451,-0.764688255263,0.560026659328,0.209780524213
1403638155795097000,157,1403638155795097000,cam0,-2.11309221057,-4.10515456309,0.668829735605,-0.232814830834,-0.767492149264,0.562112555099,0.201946851328
1403638155845097000,158,1403638155845097000,cam0,-2.09247074122,-4.1479557352,0.658788558706,-0.225187262188,-0.770278514453,0.564456763814,0.193262176603
1403638155895097000,159,1403638155895097000,cam0,-2.07070026861,-4.19542280126,0.652374392015,-0.217081375211,-0.775084888529,0.564028668908,0.184365812341
1403638155945097000,160,1403638155945097000,cam0,-2.04759618258,-4.23668921953,0.643572828765,-0.208741814567,-0.781106046961,0.562065506986,0.174305949719
1403638155995097000,161,1403638155995097000,cam0,-2.02162502225,-4.27919457805,0.642252099385,-0.199767294794,-0.787515032781,0.559423107886,0.164191618047
1403638156045097000,162,1403638156045097000,cam0,-2.00299230068,-4.32228787891,0.636083991376,-0.190002420554,-0.794085627628,0.556354282874,0.154262789114
1403638156095097000,163,1403638156095097000,cam0,-1.97354579051,-4.35320829949,0.634308801342,-0.180467967587,-0.800155159183,0.553494839341,0.144313882664
1403638156145097000,164,1403638156145097000,cam0,-1.94616352639,-4.38806903304,0.64202131044,-0.172338390917,-0.803613489838,0.553395853544,0.135121675706
1403638156195097000,165,1403638156195097000,cam0,-1.92752328382,-4.4284609055,0.643059101356,-0.164527331662,-0.806478173625,0.553806550176,0.125785601661
1403638156245097000,166,1403638156245097000,cam0,-1.90757852358,-4.47363582822,0.64967659951,-0.155887943682,-0.809661397354,0.553311398135,0.118295677615
1403638156295097000,167,1403638156295097000,cam0,-1.88651293576,-4.5190451142,0.654312377475,-0.148188635501,-0.813573427448,0.55124447531,0.110760710083
1403638156345097000,168,1403638156345097000,cam0,-1.85989637397,-4.57098028099,0.662102245506,-0.141767966756,-0.816635986265,0.549634013457,0.104450757729
1403638156395097000,169,1403638156395097000,cam0,-1.84334904388,-4.627735071,0.667069341331,-0.1373138038,-0.818385719893,0.549263025398,0.0984878758535
1403638156445097000,170,1403638156445097000,cam0,-1.82327784803,-4.65927481261,0.670598962399,-0.132804219129,-0.820708142455,0.547679557035,0.0940653341824
1403638156495097000,171,1403638156495097000,cam0,-1.81879846464,-4.69936136284,0.667810977167,-0.128872110223,-0.82226330089,0.547001687035,0.0898008774784
1403638156545097000,172,1403638156545097000,cam0,-1.80116155902,-4.75324374832,0.667320445024,-0.126088886675,-0.82286196852,0.547139368975,0.0873972787752
1403638156595097000,173,1403638156595097000,cam0,-1.78783559008,-4.80508981811,0.665184205666,-0.124180650789,-0.82324546493,0.547311719882,0.085416343401
1403638156645097000,174,1403638156645097000,cam0,-1.76936575496,-4.8562625373,0.658486796728,-0.122783833654,-0.823596308249,0.547188587546,0.0848404437222
1403638156695097000,175,1403638156695097000,cam0,-1.75444555452,-4.91728487516,0.65443548414,-0.122201867964,-0.824041210761,0.546783738485,0.0839662418002
1403638156745097000,176,1403638156745097000,cam0,-1.73642136051,-4.97512760245,0.660993146471,-0.121496950378,-0.822749056608,0.548863937311,0.0840884012115
1403638156795097000,177,1403638156795097000,cam0,-1.72469275645,-5.03624367398,0.655739819354,-0.121746436619,-0.823030411655,0.54837167772,0.0841858048342
1403638156845097000,178,1403638156845097000,cam0,-1.7069933475,-5.09146101282,0.649399509891,-0.122399571328,-0.823221292239,0.547851787528,0.0847553411012
1403638156895097000,179,1403638156895097000,cam0,-1.69400074004,-5.15224677949,0.640048427038,-0.122893654309,-0.823161907418,0.547715518918,0.0854946445225
1403638156945097000,180,1403638156945097000,cam0,-1.68070973654,-5.21076234956,0.633442570712,-0.123719191614,-0.823489836811,0.546879513245,0.0864918972338
1403638156995097000,181,1403638156995097000,cam0,-1.67123399146,-5.2647555163,0.627505248423,-0.124734360103,-0.823346801805,0.546745180768,0.0872415650582
1403638157045097000,182,1403638157045097000,cam0,-1.66167876929,-5.31286595002,0.624901001267,-0.126109257186,-0.824077854988,0.545268856664,0.0876014732843
1403638157095097000,183,1403638157095097000,cam0,-1.65537120416,-5.36502486173,0.620354273668,-0.127388132118,-0.824768804645,0.543911837435,0.0876846382056
